Station Name,VANCOUVER INT'L A,,,,,,,,,,,,,,,,,,,,,,,,,
10-08-15,2010,8,15, ,29.8,,16.9,,23.4,,0,,5.4,,0,,0,,0,,0,,0,,0,
10-08-16,2010,8,16, ,28.8,,17.8,,23.3,,0,,5.3,,0,,0,,0,,0,,0,,0,
10-08-17,2010,8,17, ,26.3,,15.7,,21,,0,,3,,0,,0,,0,,0,,0,,0,
10-08-18,2010,8,18, ,20.6,,13.7,,17.2,,0.8,,0,,0,,0,,0,,0,,10,E,39,E
10-08-19,2010,8,19, ,20.6,,14,,17.3,,0.7,,0,,0,T,0,,0,T,0,,0,,0,
10-08-20,2010,8,20, ,20.7,,11.3,,16,,2,,0,,0,,0,,0,,0,,0,,0,
10-08-21,2010,8,21, ,22.3,,11.3,,16.8,,1.2,,0,,0,,0,,0,,0,,31,E,41,E
10-08-22,2010,8,22, ,21.3,,15.1,,18.2,,0,,0.2,,0,,0,,0,,0,,29,E,44,E
10-08-23,2010,8,23, ,22.3,,12.6,,17.5,,0.5,,0,,0,,0,,0,,0,,0,,0,
10-08-24,2010,8,24, ,24,,12.5,,18.3,,0,,0.3,,0,,0,,0,,0,,0,,0,
10-08-25,2010,8,25, ,25.5,,14.2,,19.9,,0,,1.9,,0,,0,,0,,0,,0,,0,
10-08-26,2010,8,26, ,21.5,,13.4,,17.5,,0.5,,0,,1,,0,,1,,0,,31,E,44,E
10-08-27,2010,8,27, ,19.8,,12,,15.9,,2.1,,0,,1,,0,,1,,0,,0,,0,
10-08-28,2010,8,28, ,20,,10.4,,15.2,,2.8,,0,,0,,0,,0,,0,,0,,0,
10-08-29,2010,8,29, ,18.6,,10.6,,14.6,,3.4,,0,,0,,0,,0,,0,,13,E,32,E
10-08-30,2010,8,30, ,20.1,,10.8,,15.5,,2.5,,0,,0,T,0,,0,T,0,,0,,0,
10-08-31,2010,8,31, ,15.4,,11.5,,13.5,,4.5,,0,,55.8,,0,,55.8,,0,,11,E,46,E
10-09-01,2010,9,1,*,19.8,,13.3,,16.6,,1.4,,0,,0,,0,,0,,,,28,,32,
10-09-02,2010,9,2,*,20.4,,9.9,,15.2,,2.8,,0,,0,,0,,0,,,,0,,0,
10-09-03,2010,9,3,*,25.6,,12,,18.8,,0,,0.8,,0,,0,,0,,,,27,,52,
10-09-04,2010,9,4,*,18.8,,14,,16.4,,1.6,,0,,0,,0,,0,,,,27,,57,
10-09-05,2010,9,5,*,18,,10.3,,14.2,,3.8,,0,,0,,0,,0,,,,0,,0,
10-09-06,2010,9,6,*,14.8,,10.9,,12.9,,5.1,,0,,15.6,,0,,15.6,,,,0,,0,
10-09-07,2010,9,7,*,17.6,,12.2,,14.9,,3.1,,0,,0.6,,0,,0.6,,,,0,,0,
10-09-08,2010,9,8,*,20.1,,10.1,,15.1,,2.9,,0,,0,,0,,0,,,,0,,0,
10-09-09,2010,9,9,*,18.7,,11,,14.9,,3.1,,0,,0,,0,,0,,,,0,,0,
10-09-10,2010,9,10,*,18.4,,11.3,,14.9,,3.1,,0,,0,,0,,0,,,,0,,0,
10-09-11,2010,9,11,*,17.6,,9.6,,13.6,,4.4,,0,,3.2,,0,,3.2,,,,0,,0,
10-09-12,2010,9,12,*,14.2,,11.7,,13,,5,,0,,30.2,,0,,30.2,,,,0,,0,
10-09-13,2010,9,13,*,17.4,,13.1,,15.3,,2.7,,0,,1,,0,,1,,,,0,,0,
10-09-14,2010,9,14,*,18.9,,11.6,,15.3,,2.7,,0,,0,,0,,0,,,,0,,0,
10-09-15,2010,9,15,*,19.6,,12.5,,16.1,,1.9,,0,,0.2,,0,,0.2,,,,0,,0,
10-09-16,2010,9,16,*,20.6,,14.8,,17.7,,0.3,,0,,4.8,,0,,4.8,,,,0,,0,
10-09-17,2010,9,17,*,18.9,,15.2,,17.1,,0.9,,0,,0.6,,0,,0.6,,,,0,,0,
10-09-18,2010,9,18,*,19.6,,14.7,,17.2,,0.8,,0,,21.6,,0,,21.6,,,,0,,0,
10-09-19,2010,9,19,*,19.1,,14.4,,16.8,,1.2,,0,,34.2,,0,,34.2,,,,0,,0,
10-09-20,2010,9,20,*,17.1,,13.6,,15.4,,2.6,,0,,7.2,,0,,7.2,,,,0,,0,
10-09-21,2010,9,21,*,16.7,,11.1,,13.9,,4.1,,0,,0,T,0,,0,T,,,0,,0,
10-09-22,2010,9,22,*,16.7,,9,,12.9,,5.1,,0,,0,,0,,0,,,,0,,0,
10-09-23,2010,9,23,*,14.5,,9,,11.8,,6.2,,0,,6.6,,0,,6.6,,,,13,,32,
10-09-24,2010,9,24,*,15.6,,12,,13.8,,4.2,,0,,3,,0,,3,,,,0,,0,
10-09-25,2010,9,25,*,23.1,,14,,18.6,,0,,0.6,,7.6,,0,,7.6,,,,0,,0,
10-09-26,2010,9,26,*,19.3,,15,,17.2,,0.8,,0,,24.6,,0,,24.6,,,,0,,0,
10-09-27,2010,9,27,*,21,,14.8,,17.9,,0.1,,0,,5,,0,,5,,,,12,,32,
10-09-28,2010,9,28,*,18.9,,12.3,,15.6,,2.4,,0,,0.4,,0,,0.4,,,,0,,0,
10-09-29,2010,9,29,*,15.9,,10.9,,13.4,,4.6,,0,,0,,0,,0,,,,0,,0,
10-09-30,2010,9,30,*,16.6,,10.4,,13.5,,4.5,,0,,0,,0,,0,,,,0,,0,
10-10-01,2010,10,1, ,21.8,,9.8,,15.8,,2.2,,0,,0,,0,,0,,0,,0,,0,
10-10-02,2010,10,2, ,17.8,,13.2,,15.5,,2.5,,0,,0,,0,,0,,0,,0,,0,
10-10-03,2010,10,3, ,15.9,,11.5,,13.7,,4.3,,0,,0,T,0,,0,T,0,,0,,0,
10-10-04,2010,10,4, ,14.5,,10,,12.3,,5.7,,0,,2.4,,0,,2.4,,0,,28,E,32,E
10-10-05,2010,10,5, ,15,,6.5,,10.8,,7.2,,0,,0,,0,,0,,0,,0,,0,
10-10-06,2010,10,6, ,15.7,,7.4,,11.6,,6.4,,0,,0,,0,,0,,0,,0,,0,
10-10-07,2010,10,7, ,15.5,,7.8,,11.7,,6.3,,0,,0,,0,,0,,0,,0,,0,
10-10-08,2010,10,8, ,16.8,,12.9,,14.9,,3.1,,0,,4.2,,0,,4.2,,0,,11,E,32,E
10-10-09,2010,10,9, ,16.4,,13.6,,15,,3,,0,,22,,0,,22,,0,,14,E,37,E
10-10-10,2010,10,10, ,16.3,,10.4,,13.4,,4.6,,0,,3.2,,0,,3.2,,0,,15,E,44,E
10-10-11,2010,10,11, ,13.6,,6.1,,9.9,,8.1,,0,,0.8,,0,,0.8,,0,,0,,0,
10-10-12,2010,10,12, ,15.7,,10.2,,13,,5,,0,,0,T,0,,0,T,0,,0,,0,
10-10-13,2010,10,13, ,15.1,,6.2,,10.7,,7.3,,0,,0,,0,,0,,0,,0,,0,
10-10-14,2010,10,14, ,12.8,,8,,10.4,,7.6,,0,,0.8,,0,,0.8,,0,,0,,0,
10-10-15,2010,10,15, ,12,,7.1,,9.6,,8.4,,0,,0,,0,,0,,0,,28,E,37,E
10-10-16,2010,10,16, ,11.8,,3.8,,7.8,,10.2,,0,,0,,0,,0,,0,,0,,0,
10-10-17,2010,10,17, ,11.7,,3.7,,7.7,,10.3,,0,,0,,0,,0,,0,,0,,0,
10-10-18,2010,10,18, ,12,,6.4,,9.2,,8.8,,0,,0,,0,,0,,0,,0,,0,
10-10-19,2010,10,19, ,16.9,,6,,11.5,,6.5,,0,,0,,0,,0,,0,,0,,0,
10-10-20,2010,10,20, ,13.3,,5.1,,9.2,,8.8,,0,,0,,0,,0,,0,,0,,0,
10-10-21,2010,10,21, ,15.2,,5.1,,10.2,,7.8,,0,,1.4,,0,,1.4,,0,,0,,0,
10-10-22,2010,10,22, ,14.3,,10.6,,12.5,,5.5,,0,,1.6,,0,,1.6,,0,,0,,0,
10-10-23,2010,10,23, ,15.3,,9.6,,12.5,,5.5,,0,,2.8,,0,,2.8,,0,,9,E,48,E
10-10-24,2010,10,24, ,13,,9.5,,11.3,,6.7,,0,,11,,0,,11,,0,,12,E,59,E
10-10-25,2010,10,25, ,11.5,,9,,10.3,,7.7,,0,,17.4,,0,,17.4,,0,,17,E,54,E
10-10-26,2010,10,26, ,9.8,,7.7,,8.8,,9.2,,0,,2.4,,0,,2.4,,0,,14,E,44,E
10-10-27,2010,10,27, ,14.5,,8,,11.3,,6.7,,0,,0,T,0,,0,T,0,,0,,0,
10-10-28,2010,10,28, ,10.9,,8.8,,9.9,,8.1,,0,,2.4,,0,,2.4,,0,,0,,0,
10-10-29,2010,10,29, ,12.8,,7.5,,10.2,,7.8,,0,,2.2,,0,,2.2,,0,,0,,0,
10-10-30,2010,10,30, ,15.1,,7,,11.1,,6.9,,0,,0.4,,0,,0.4,,0,,14,E,35,E
10-10-31,2010,10,31, ,12.9,,6.5,,9.7,,8.3,,0,,1.2,,0,,1.2,,0,,15,E,41,E
10-11-01,2010,11,1, ,13.7,,8,,10.9,,7.1,,0,,16.8,,0,,16.8,,0,,13,E,54,E
10-11-02,2010,11,2, ,15.4,,6,,10.7,,7.3,,0,,0,,0,,0,,0,,0,,0,
10-11-03,2010,11,3, ,14.7,,4.7,,9.7,,8.3,,0,,0,,0,,0,,0,,0,,0,
10-11-04,2010,11,4, ,15.8,,5.3,,10.6,,7.4,,0,,0,,0,,0,,0,,0,,0,
10-11-05,2010,11,5, ,12,,5.2,,8.6,,9.4,,0,,0.6,,0,,0.6,,0,,29,E,50,E
10-11-06,2010,11,6, ,12.4,,2.8,,7.6,,10.4,,0,,3,,0,,3,,0,,9,E,35,E
10-11-07,2010,11,7, ,12.9,,5.5,,9.2,,8.8,,0,,0.8,,0,,0.8,,0,,15,E,33,E
10-11-08,2010,11,8, ,10.1,,4.3,,7.2,,10.8,,0,,0,,0,,0,,0,,0,,0,
10-11-09,2010,11,9, ,7.6,,5.1,,6.4,,11.6,,0,,5.8,,0,,5.8,,0,,9,E,54,E
10-11-10,2010,11,10, ,9.3,,2.6,,6,,12,,0,,0,T,0,,0,T,0,,0,,0,
10-11-11,2010,11,11, ,8.2,,1.7,,5,,13,,0,,1.4,,0,,1.4,,0,,0,,0,
10-11-12,2010,11,12, ,11,,3.9,,7.5,,10.5,,0,,0.4,,0,,0.4,,0,,0,,0,
10-11-13,2010,11,13, ,8.4,,6.3,,7.4,,10.6,,0,,7.4,,0,,7.4,,0,,0,,0,
10-11-14,2010,11,14, ,9.3,,6.7,,8,,10,,0,,2.2,,0,,2.2,,0,,0,,0,
10-11-15,2010,11,15, ,12.5,,8.2,,10.4,,7.6,,0,,6.6,,0,,6.6,,0,,26,E,70,E
10-11-16,2010,11,16, ,10.6,,7.3,,9,,9,,0,,0,,0,,0,,0,,27,E,52,E
10-11-17,2010,11,17, ,9.8,,4,,6.9,,11.1,,0,,5.8,,0,,5.8,,0,,12,E,65,E
10-11-18,2010,11,18, ,5.5,,2,,3.8,,14.2,,0,,13.4,,0,,13.4,,0,,0,,0,
10-11-19,2010,11,19, ,3.9,,1.2,,2.6,,15.4,,0,,5.2,,0,T,5.2,,0,,0,,0,
10-11-20,2010,11,20, ,3.7,,-0.5,,1.6,,16.4,,0,,0,T,7.2,,7.4,,5,,0,,0,
10-11-21,2010,11,21, ,1.9,,-4.3,,-1.2,,19.2,,0,,0,,0,,0,,1,,0,,0,
10-11-22,2010,11,22, ,-2.9,,-5.1,,-4,,22,,0,,0,,0,,0,,1,,35,,39,
10-11-23,2010,11,23, ,-3.2,,-9.5,,-6.4,,24.4,,0,,0,,0,,0,,1,,0,,0,
10-11-24,2010,11,24, ,-2.2,,-7.9,,-5.1,,23.1,,0,,0,,0,,0,,1,,0,,0,
10-11-25,2010,11,25, ,3.5,,-3.1,,0.2,,17.8,,0,,1.2,,9.6,,10.4,,1,,0,,0,
10-11-26,2010,11,26, ,6.2,,2.3,,4.3,,13.7,,0,,7.4,,0,,7.4,,2,,11,E,39,E
10-11-27,2010,11,27, ,7.6,,1.5,,4.6,,13.4,,0,,2.4,,0,,2.4,,0,,0,,0,
10-11-28,2010,11,28, ,5.1,,1.4,,3.3,,14.7,,0,,0.6,,0,,0.6,,0,,0,,0,
10-11-29,2010,11,29, ,4.1,,1.9,,3,,15,,0,,8.4,,0,,8.4,,0,,8,,52,
10-11-30,2010,11,30, ,6.9,,3.8,,5.4,,12.6,,0,,37,,0,,37,,0,,9,E,44,E
10-12-01,2010,12,1, ,7.4,,1.6,,4.5,,13.5,,0,,0,,0,,0,,0,,0,,0,
10-12-02,2010,12,2, ,6,,1.7,,3.9,,14.1,,0,,3.6,,0,,3.6,,0,,0,,0,
10-12-03,2010,12,3, ,6.8,,-0.2,,3.3,,14.7,,0,,0,,0,,0,,0,,0,,0,
10-12-04,2010,12,4, ,5.5,,-3.1,,1.2,,16.8,,0,,0,,0,,0,,0,,0,,0,
10-12-05,2010,12,5, ,5.9,,-2.6,,1.7,,16.3,,0,,0,,0,,0,,0,,0,,0,
10-12-06,2010,12,6, ,8.2,,-1,,3.6,,14.4,,0,,0,,0,,0,,0,,0,,0,
10-12-07,2010,12,7, ,9.3,,7.2,,8.3,,9.7,,0,,14.8,,0,,14.8,,0,,0,,0,
10-12-08,2010,12,8, ,10,,6.7,,8.4,,9.6,,0,,24,,0,,24,,0,,19,E,59,E
10-12-09,2010,12,9, ,8.7,,3.9,,6.3,,11.7,,0,,13.4,,0,,13.4,,0,,16,E,35,E
10-12-10,2010,12,10, ,9.2,,4,,6.6,,11.4,,0,,3.8,,0,,3.8,,0,,0,,0,
10-12-11,2010,12,11, ,7.6,,4.8,,6.2,,11.8,,0,,5.2,,0,,5.2,,0,,0,,0,
10-12-12,2010,12,12, ,11.8,,5.1,,8.5,,9.5,,0,,26.8,,0,,26.8,,0,,0,,0,
10-12-13,2010,12,13, ,9.9,,5.1,,7.5,,10.5,,0,,0,,0,,0,,0,,0,,0,
10-12-14,2010,12,14, ,9.1,,2.4,,5.8,,12.2,,0,,13.6,,0,,13.6,,0,,22,E,56,E
10-12-15,2010,12,15, ,7.1,,4,,5.6,,12.4,,0,,2.6,,0,,2.6,,0,,12,E,33,E
10-12-16,2010,12,16, ,6.6,,3.2,,4.9,,13.1,,0,,0,T,0,,0,T,0,,9,,32,
10-12-17,2010,12,17, ,8.1,,0.8,,4.5,,13.5,,0,,0,,0,,0,,0,,0,,0,
10-12-18,2010,12,18, ,6.4,,-1.3,,2.6,,15.4,,0,,4.4,,0,,4.4,,0,,12,E,50,E
10-12-19,2010,12,19, ,7,,-0.4,,3.3,,14.7,,0,,1.4,,0,,1.4,,0,,0,,0,
10-12-20,2010,12,20, ,6.5,,-0.3,,3.1,,14.9,,0,,0.2,,0,T,0.2,,0,,9,E,37,E
10-12-21,2010,12,21, ,9,,4.8,,6.9,,11.1,,0,,0.4,,0,,0.4,,0,,6,E,44,E
10-12-22,2010,12,22, ,9.7,,5.3,,7.5,,10.5,,0,,0.6,,0,,0.6,,0,,9,E,48,E
10-12-23,2010,12,23, ,8,,4,,6,,12,,0,,16.6,,0,,16.6,,0,,11,E,56,E
10-12-24,2010,12,24, ,9.5,,7.2,,8.4,,9.6,,0,,17.8,,0,,17.8,,0,,9,E,41,E
10-12-25,2010,12,25, ,9.7,,7.1,,8.4,,9.6,,0,,7.8,,0,,7.8,,0,,9,E,33,E
10-12-26,2010,12,26, ,8.8,,5.1,,7,,11,,0,,3.2,,0,,3.2,,0,,15,E,54,E
10-12-27,2010,12,27, ,6.2,,3.7,,5,,13,,0,,5.2,,0,,5.2,,0,,18,E,44,E
10-12-28,2010,12,28, ,6.3,,2.2,,4.3,,13.7,,0,,2,,0,,2,,0,,0,,0,
10-12-29,2010,12,29, ,5.7,,-1.9,,1.9,,16.1,,0,,0,T,0,,0,T,0,,15,,37,
10-12-30,2010,12,30, ,3.3,,-4.3,,-0.5,,18.5,,0,,0,,0,,0,,0,,0,,0,
10-12-31,2010,12,31, ,2.1,,-6.3,,-2.1,,20.1,,0,,0,,0,,0,,0,,0,,0,
